,hh_key,hhincome_eq_percapita
17399,3-101002,medium
17400,3-101006,medium
17401,3-101008,low
17402,3-101023,low
17403,3-101034,low
17404,3-101046,low
17405,3-101069,low
17406,3-101070,low
17407,3-101097,low
17408,3-102013,low
17409,3-102022,high
17410,3-102028,medium
17411,3-102038,low
17412,3-102049,medium
17413,3-102100,medium
17414,3-102114,low
17415,3-102115,low
17416,3-102120,low
17417,3-102126,medium
17418,3-102136,high
17419,3-102157,low
17420,3-102189,high
17421,3-102204,low
17422,3-102216,low
17423,3-102220,low
17424,3-102226,medium
17425,3-102270,low
17426,3-102272,low
17427,3-102275,low
17428,3-102277,low
17429,3-103007,high
17430,3-103009,low
17431,3-104011,low
17432,3-104018,medium
17433,3-104032,medium
17434,3-104036,low
17435,3-104038,low
17436,3-105007,low
17437,3-105021,medium
17438,3-105022,low
17439,3-105044,medium
17440,3-105053,low
17441,3-105060,low
17442,3-105063,high
17443,3-107014,high
17444,3-107020,low
17445,3-107035,high
17446,3-107041,medium
17447,3-108054,low
17448,3-108067,medium
17449,3-108072,low
17450,3-108073,low
17451,3-109018,medium
17452,3-109020,low
17453,3-109048,low
17454,3-109072,low
17455,3-109085,low
17456,3-109086,low
17457,3-109091,low
17458,3-109101,high
17459,3-109103,high
17460,3-109109,medium
17461,3-110001,high
17462,3-110030,medium
17463,3-111008,low
17464,3-111009,low
17465,3-111014,low
17466,3-111025,high
17467,3-111026,low
17468,3-111032,medium
17469,3-111039,medium
17470,3-111042,medium
17471,3-111085,low
17472,3-111089,low
17473,3-111097,low
17474,3-113086,low
17475,3-114009,low
17476,3-114010,low
17477,3-114011,low
17478,3-114014,low
17479,3-115012,low
17480,3-115050,medium
17481,3-116007,low
17482,3-116018,low
17483,3-116031,low
17484,3-116056,medium
17485,3-116059,medium
17486,3-116073,medium
17487,3-117009,medium
17488,3-117011,high
17489,3-117014,medium
17490,3-117026,low
17491,3-117033,high
17492,3-117047,low
17493,3-117055,medium
17494,3-119011,low
17495,3-119019,low
17496,3-119032,medium
17497,3-119033,high
17498,3-120002,low
17499,3-120017,low
17500,3-12002,medium
17501,3-120021,medium
17502,3-120033,medium
17503,3-12020,high
17504,3-12026,high
17505,3-12030,low
17506,3-121003,low
17507,3-121023,low
17508,3-121031,high
17509,3-121033,low
17510,3-121034,high
17511,3-122021,low
17512,3-122035,low
17513,3-122044,medium
17514,3-123007,low
17515,3-123008,low
17516,3-123019,medium
17517,3-123021,low
17518,3-125008,high
17519,3-125013,high
17520,3-125020,high
17521,3-125022,low
17522,3-125029,low
17523,3-126022,medium
17524,3-126038,medium
17525,3-126044,high
17526,3-128011,low
17527,3-128012,low
17528,3-128016,low
17529,3-128036,low
17530,3-129006,low
17531,3-129022,low
17532,3-129050,medium
17533,3-129056,medium
17534,3-130017,medium
17535,3-130031,low
17536,3-130042,medium
17537,3-130045,low
17538,3-130046,medium
17539,3-130048,medium
17540,3-130049,high
17541,3-130050,high
17542,3-130052,low
17543,3-13012,low
17544,3-13015,low
17545,3-13033,low
17546,3-13035,low
17547,3-13054,low
17548,3-13062,low
17549,3-131018,low
17550,3-131025,low
17551,3-131034,low
17552,3-132010,low
17553,3-132012,medium
17554,3-133009,low
17555,3-133034,medium
17556,3-133044,low
17557,3-133046,low
17558,3-133066,low
17559,3-133069,low
17560,3-133094,low
17561,3-133097,low
17562,3-134001,low
17563,3-134018,low
17564,3-134033,low
17565,3-134039,low
17566,3-134041,low
17567,3-134049,medium
17568,3-134069,low
17569,3-134072,high
17570,3-135042,low
17571,3-135054,low
17572,3-135058,low
17573,3-135062,low
17574,3-136008,high
17575,3-136021,low
17576,3-136032,high
17577,3-136039,low
17578,3-136054,low
17579,3-136065,low
17580,3-136085,low
17581,3-138038,low
17582,3-138046,low
17583,3-138053,low
17584,3-139018,low
17585,3-139021,medium
17586,3-140003,high
17587,3-140014,low
17588,3-140022,medium
17589,3-140033,medium
17590,3-140034,low
17591,3-140052,low
17592,3-140064,medium
17593,3-140065,low
17594,3-14023,low
17595,3-14041,high
17596,3-14053,low
17597,3-14060,low
17598,3-14065,low
17599,3-14076,low
17600,3-14078,medium
17601,3-141025,low
17602,3-141028,low
17603,3-141042,medium
17604,3-141046,low
17605,3-141050,medium
17606,3-141052,high
17607,3-142006,medium
17608,3-142008,high
17609,3-142019,low
17610,3-142027,low
17611,3-142029,low
17612,3-142039,high
17613,3-143017,medium
17614,3-143019,high
17615,3-144003,high
17616,3-144015,low
17617,3-144030,high
17618,3-144043,low
17619,3-145008,medium
17620,3-145014,medium
17621,3-145025,low
17622,3-145031,medium
17623,3-145066,low
17624,3-146053,high
17625,3-146065,medium
17626,3-146069,low
17627,3-146071,medium
17628,3-147009,medium
17629,3-147010,medium
17630,3-147011,high
17631,3-147013,medium
17632,3-147017,medium
17633,3-147021,medium
17634,3-147055,medium
17635,3-148002,medium
17636,3-148004,high
17637,3-148017,high
17638,3-148023,low
17639,3-148025,low
17640,3-149002,low
17641,3-149005,low
17642,3-149008,high
17643,3-149011,low
17644,3-149017,high
17645,3-150001,high
17646,3-150003,high
17647,3-150004,medium
17648,3-150005,high
17649,3-150010,medium
17650,3-150012,medium
17651,3-150014,low
17652,3-152001,medium
17653,3-152003,medium
17654,3-152005,low
17655,3-153019,low
17656,3-153054,low
17657,3-153055,low
17658,3-153057,medium
17659,3-153061,low
17660,3-153066,low
17661,3-153068,low
17662,3-153070,medium
17663,3-154005,medium
17664,3-154007,medium
17665,3-154010,high
17666,3-155007,medium
17667,3-155009,high
17668,3-155013,low
17669,3-155014,low
17670,3-155016,low
17671,3-156008,low
17672,3-156009,medium
17673,3-156019,low
17674,3-156035,medium
17675,3-157006,high
17676,3-157007,high
17677,3-157021,low
17678,3-157027,medium
17679,3-157028,medium
17680,3-158009,low
17681,3-158010,low
17682,3-158023,medium
17683,3-158029,low
17684,3-159027,medium
17685,3-159031,medium
17686,3-159036,low
17687,3-159041,medium
17688,3-159060,high
17689,3-159087,low
17690,3-159107,high
17691,3-160006,low
17692,3-160007,low
17693,3-160010,low
17694,3-160029,low
17695,3-160045,low
17696,3-16063,medium
17697,3-16069,low
17698,3-16075,low
17699,3-16089,low
17700,3-161001,medium
17701,3-161002,low
17702,3-161013,low
17703,3-16105,medium
17704,3-16116,low
17705,3-162002,low
17706,3-162009,low
17707,3-162027,medium
17708,3-162029,high
17709,3-163007,high
17710,3-163011,low
17711,3-163014,low
17712,3-163019,high
17713,3-165003,high
17714,3-165010,low
17715,3-165012,medium
17716,3-165017,low
17717,3-165034,low
17718,3-165043,high
17719,3-166007,low
17720,3-166013,low
17721,3-166029,medium
17722,3-166073,medium
17723,3-167007,medium
17724,3-167009,medium
17725,3-167042,medium
17726,3-167062,low
17727,3-167069,low
17728,3-167082,medium
17729,3-167182,medium
17730,3-167185,low
17731,3-167205,medium
17732,3-167253,medium
17733,3-167255,low
17734,3-170010,low
17735,3-170014,low
17736,3-170019,low
17737,3-170045,low
17738,3-17009,low
17739,3-171030,medium
17740,3-17106,high
17741,3-17123,medium
17742,3-172026,low
17743,3-172030,low
17744,3-172040,low
17745,3-172063,low
17746,3-173005,medium
17747,3-173007,low
17748,3-173008,low
17749,3-173014,high
17750,3-173018,low
17751,3-173037,high
17752,3-173057,low
17753,3-174014,medium
17754,3-174017,low
17755,3-174024,low
17756,3-174037,low
17757,3-174066,low
17758,3-174081,low
17759,3-174088,low
17760,3-174111,high
17761,3-175001,medium
17762,3-175002,medium
17763,3-175008,high
17764,3-175016,high
17765,3-175043,medium
17766,3-176009,high
17767,3-176037,low
17768,3-176050,medium
17769,3-176053,medium
17770,3-176056,medium
17771,3-176058,medium
17772,3-177010,low
17773,3-177041,high
17774,3-177049,high
17775,3-177056,high
17776,3-177057,high
17777,3-177059,high
17778,3-177062,low
17779,3-178008,medium
17780,3-178021,medium
17781,3-178029,high
17782,3-178035,medium
17783,3-179002,low
17784,3-179015,high
17785,3-179042,medium
17786,3-179045,high
17787,3-179057,low
17788,3-180003,low
17789,3-180008,high
17790,3-18019,high
17791,3-18025,high
17792,3-18048,high
17793,3-182002,high
17794,3-182006,high
17795,3-183005,low
17796,3-183009,low
17797,3-183033,low
17798,3-183039,high
17799,3-183053,medium
17800,3-183056,high
17801,3-183061,low
17802,3-184002,high
17803,3-184018,high
17804,3-184051,high
17805,3-184063,medium
17806,3-184070,medium
17807,3-184074,low
17808,3-184080,high
17809,3-184084,medium
17810,3-184106,medium
17811,3-185006,medium
17812,3-185014,low
17813,3-185038,medium
17814,3-185043,medium
17815,3-185048,low
17816,3-185055,high
17817,3-185065,low
17818,3-185071,low
17819,3-185074,low
17820,3-185075,low
17821,3-185077,low
17822,3-185119,medium
17823,3-186005,medium
17824,3-186021,medium
17825,3-186035,low
17826,3-186038,low
17827,3-186048,high
17828,3-186064,medium
17829,3-186068,high
17830,3-186079,low
17831,3-186080,low
17832,3-186104,low
17833,3-186108,medium
17834,3-186111,medium
17835,3-186115,low
17836,3-187010,low
17837,3-187012,low
17838,3-187016,low
17839,3-187017,low
17840,3-188012,high
17841,3-188023,high
17842,3-188028,medium
17843,3-188035,medium
17844,3-188037,high
17845,3-188046,low
17846,3-188049,low
17847,3-189006,medium
17848,3-189017,high
17849,3-189027,high
17850,3-189041,low
17851,3-190005,medium
17852,3-190006,high
17853,3-190017,low
17854,3-190022,low
17855,3-19004,low
17856,3-19005,low
17857,3-19041,high
17858,3-19046,high
17859,3-19060,high
17860,3-191003,medium
17861,3-191008,medium
17862,3-191016,medium
17863,3-193018,medium
17864,3-194002,medium
17865,3-194011,high
17866,3-194014,medium
17867,3-194021,high
17868,3-194022,medium
17869,3-194040,high
17870,3-194059,high
17871,3-194091,high
17872,3-195020,high
17873,3-195021,low
17874,3-195032,high
17875,3-195036,medium
17876,3-195053,low
17877,3-195062,medium
17878,3-196004,medium
17879,3-196006,medium
17880,3-196012,medium
17881,3-196019,medium
17882,3-196028,medium
17883,3-196048,high
17884,3-196056,medium
17885,3-197002,high
17886,3-197010,high
17887,3-197022,medium
17888,3-197028,low
17889,3-197032,medium
17890,3-197049,high
17891,3-197050,medium
17892,3-197057,medium
17893,3-197073,low
17894,3-197075,high
17895,3-198001,high
17896,3-198020,low
17897,3-198025,high
17898,3-199010,low
17899,3-199011,high
17900,3-199013,medium
17901,3-199021,high
17902,3-199025,medium
17903,3-199033,high
17904,3-200001,high
17905,3-200004,high
17906,3-200039,medium
17907,3-20010,high
17908,3-20012,low
17909,3-20019,low
17910,3-2007,low
17911,3-201006,medium
17912,3-201024,medium
17913,3-201031,medium
17914,3-201041,low
17915,3-201045,medium
17916,3-201046,low
17917,3-201067,medium
17918,3-201091,low
17919,3-201097,medium
17920,3-201103,low
17921,3-2012,medium
17922,3-202011,low
17923,3-202017,medium
17924,3-202040,low
17925,3-202041,low
17926,3-202052,medium
17927,3-202142,high
17928,3-202147,high
17929,3-2027,low
17930,3-2030,medium
17931,3-203001,high
17932,3-203002,medium
17933,3-203010,low
17934,3-2033,low
17935,3-204014,high
17936,3-204024,high
17937,3-204030,low
17938,3-204038,low
17939,3-205001,medium
17940,3-205004,high
17941,3-205016,medium
17942,3-205034,medium
17943,3-205035,high
17944,3-205045,low
17945,3-206003,low
17946,3-206004,high
17947,3-206008,medium
17948,3-206018,medium
17949,3-206021,high
17950,3-207005,low
17951,3-207015,low
17952,3-207028,high
17953,3-207050,low
17954,3-208002,high
17955,3-208004,high
17956,3-208008,high
17957,3-208012,low
17958,3-208043,high
17959,3-209008,low
17960,3-209015,low
17961,3-209022,medium
17962,3-209037,low
17963,3-209054,low
17964,3-209055,low
17965,3-209060,high
17966,3-210004,high
17967,3-210005,low
17968,3-210017,medium
17969,3-210019,high
17970,3-210021,medium
17971,3-21018,low
17972,3-21022,low
17973,3-211025,medium
17974,3-211034,medium
17975,3-211053,low
17976,3-211071,high
17977,3-211083,medium
17978,3-211089,low
17979,3-211114,high
17980,3-211115,high
17981,3-211116,low
17982,3-211128,low
17983,3-211141,low
17984,3-211146,low
17985,3-211156,high
17986,3-211157,low
17987,3-213013,low
17988,3-213017,medium
17989,3-213023,medium
17990,3-213031,high
17991,3-213037,medium
17992,3-213038,low
17993,3-213052,high
17994,3-213056,high
17995,3-213060,low
17996,3-214008,high
17997,3-214016,medium
17998,3-214023,medium
17999,3-214029,high
18000,3-214032,medium
18001,3-214037,high
18002,3-214039,low
18003,3-214052,medium
18004,3-214053,high
18005,3-214061,low
18006,3-215006,low
18007,3-215013,high
18008,3-215018,low
18009,3-215035,low
18010,3-215039,low
18011,3-215044,low
18012,3-215049,medium
18013,3-215050,low
18014,3-215057,high
18015,3-216012,medium
18016,3-216018,low
18017,3-216027,medium
18018,3-216038,low
18019,3-216045,low
18020,3-216051,low
18021,3-216052,low
18022,3-216054,medium
18023,3-216057,medium
18024,3-217020,low
18025,3-217022,low
18026,3-217034,low
18027,3-217035,high
18028,3-217036,medium
18029,3-217060,low
18030,3-217065,medium
18031,3-217069,high
18032,3-218007,low
18033,3-218019,high
18034,3-218024,high
18035,3-218026,low
18036,3-218035,high
18037,3-220015,medium
18038,3-220020,low
18039,3-220022,low
18040,3-220041,high
18041,3-220042,high
18042,3-220044,high
18043,3-22039,medium
18044,3-222006,low
18045,3-222020,medium
18046,3-222029,medium
18047,3-222044,low
18048,3-222046,low
18049,3-223014,low
18050,3-223017,low
18051,3-224002,low
18052,3-224008,low
18053,3-224014,low
18054,3-224017,high
18055,3-225005,low
18056,3-225010,low
18057,3-225018,high
18058,3-225028,low
18059,3-225029,low
18060,3-226015,medium
18061,3-226016,medium
18062,3-226019,low
18063,3-226044,medium
18064,3-226045,low
18065,3-226048,medium
18066,3-227004,medium
18067,3-227014,low
18068,3-227015,low
18069,3-227027,high
18070,3-227028,high
18071,3-227035,low
18072,3-227059,low
18073,3-227070,high
18074,3-227080,high
18075,3-228003,high
18076,3-228010,low
18077,3-228013,high
18078,3-228028,low
18079,3-228034,low
18080,3-229005,medium
18081,3-229006,low
18082,3-229015,high
18083,3-229019,medium
18084,3-229020,medium
18085,3-229036,medium
18086,3-230009,low
18087,3-230015,medium
18088,3-230018,low
18089,3-230025,medium
18090,3-230039,medium
18091,3-230041,high
18092,3-230051,high
18093,3-230062,medium
18094,3-23036,medium
18095,3-23049,medium
18096,3-231001,high
18097,3-231005,medium
18098,3-231011,medium
18099,3-231015,medium
18100,3-232003,low
18101,3-232004,low
18102,3-232006,low
18103,3-232008,low
18104,3-232011,low
18105,3-232012,high
18106,3-232013,high
18107,3-233002,medium
18108,3-233004,low
18109,3-233013,medium
18110,3-233029,low
18111,3-233034,medium
18112,3-233048,low
18113,3-233052,low
18114,3-233073,low
18115,3-233077,medium
18116,3-234032,high
18117,3-234042,low
18118,3-234055,low
18119,3-234077,low
18120,3-235013,low
18121,3-235028,medium
18122,3-235037,medium
18123,3-235048,high
18124,3-235059,low
18125,3-235094,low
18126,3-235096,medium
18127,3-235097,medium
18128,3-235101,low
18129,3-235106,medium
18130,3-236006,medium
18131,3-236009,low
18132,3-236016,low
18133,3-236033,low
18134,3-236038,medium
18135,3-236060,low
18136,3-236070,medium
18137,3-237009,low
18138,3-237033,low
18139,3-237036,low
18140,3-237040,low
18141,3-237042,low
18142,3-237080,high
18143,3-237096,low
18144,3-237105,low
18145,3-237110,low
18146,3-237124,medium
18147,3-237126,low
18148,3-237128,medium
18149,3-237152,low
18150,3-237161,medium
18151,3-237176,low
18152,3-238003,high
18153,3-238006,low
18154,3-238042,medium
18155,3-238044,medium
18156,3-238047,medium
18157,3-238060,low
18158,3-238065,low
18159,3-239004,high
18160,3-239018,medium
18161,3-239028,low
18162,3-239033,medium
18163,3-24003,low
18164,3-24032,low
18165,3-241003,high
18166,3-241009,high
18167,3-241024,medium
18168,3-241029,high
18169,3-241072,medium
18170,3-241076,low
18171,3-242011,medium
18172,3-242014,low
18173,3-242018,low
18174,3-242027,low
18175,3-242037,high
18176,3-242046,high
18177,3-242064,medium
18178,3-242071,low
18179,3-242072,low
18180,3-243004,medium
18181,3-243018,medium
18182,3-243022,low
18183,3-243032,low
18184,3-243051,low
18185,3-243054,medium
18186,3-243061,high
18187,3-243086,low
18188,3-244018,low
18189,3-244020,low
18190,3-244027,medium
18191,3-244031,low
18192,3-244048,medium
18193,3-245048,low
18194,3-245051,medium
18195,3-247028,low
18196,3-247034,high
18197,3-247047,medium
18198,3-247067,medium
18199,3-247105,low
18200,3-247111,medium
18201,3-247114,low
18202,3-247117,high
18203,3-247118,medium
18204,3-247136,medium
18205,3-248002,medium
18206,3-248004,medium
18207,3-248005,medium
18208,3-248009,medium
18209,3-248013,low
18210,3-248014,low
18211,3-249008,medium
18212,3-249017,low
18213,3-249021,low
18214,3-250004,medium
18215,3-250005,low
18216,3-250023,medium
18217,3-250029,medium
18218,3-25003,low
18219,3-250049,medium
18220,3-250055,low
18221,3-25022,low
18222,3-251020,medium
18223,3-251027,medium
18224,3-251042,medium
18225,3-251044,medium
18226,3-252007,high
18227,3-252015,low
18228,3-252016,medium
18229,3-252026,medium
18230,3-252029,medium
18231,3-252034,low
18232,3-252049,high
18233,3-252053,medium
18234,3-252057,high
18235,3-253002,low
18236,3-253015,low
18237,3-253019,low
18238,3-253023,medium
18239,3-253038,high
18240,3-253065,low
18241,3-254015,medium
18242,3-254031,medium
18243,3-254037,high
18244,3-255034,medium
18245,3-255035,low
18246,3-255040,low
18247,3-255057,low
18248,3-256012,low
18249,3-256030,high
18250,3-256046,medium
18251,3-256058,medium
18252,3-256061,low
18253,3-256071,medium
18254,3-256076,low
18255,3-256078,medium
18256,3-256086,medium
18257,3-257023,medium
18258,3-257025,low
18259,3-257029,high
18260,3-257033,low
18261,3-257038,high
18262,3-257039,high
18263,3-258007,medium
18264,3-258021,low
18265,3-258024,high
18266,3-258030,medium
18267,3-258032,medium
18268,3-258037,low
18269,3-259003,high
18270,3-259022,medium
18271,3-259031,low
18272,3-259034,medium
18273,3-259047,low
18274,3-259060,low
18275,3-259072,low
18276,3-259077,low
18277,3-259085,high
18278,3-259094,medium
18279,3-26015,high
18280,3-26046,medium
18281,3-261014,medium
18282,3-261036,medium
18283,3-261047,medium
18284,3-261048,medium
18285,3-262002,low
18286,3-262012,high
18287,3-262021,low
18288,3-262036,low
18289,3-262037,medium
18290,3-262052,high
18291,3-262054,low
18292,3-262058,low
18293,3-262068,medium
18294,3-263008,medium
18295,3-263015,low
18296,3-263016,medium
18297,3-263023,medium
